path,page_type,in_sitemap,status,redirected,final_url,content_type,title,title_length,meta_description,description_length,canonical,robots_meta,noindex,og_image,h1_count,h1_text,word_count,internal_link_count,jsonld_block_count,jsonld_types,price_strings,stale_strings_found,gsc_impressions,gsc_clicks,gsc_position,gsc_in_dataset,gsc_top_query,gsc_top_query_source,intended_keyword,overlapping_pages,action,fetch_error
/ai-business-system,service,yes,200,no,,text/html; charset=utf-8,Complete AI Business System | Handbuilt AI,42,"2–4 connected AI tools that run the repetitive parts of your business as one system. $3,500–$7,500 CAD. The flagship Handbuilt package.",135,https://aibuiltbyhand.com/ai-business-system,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,Complete AI Business System,853,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500–$7,500|$1,500|$99/mo|$5|$10|$13",,11,0,4.5,yes,,,,,,
/ai-chatbot-development,service,yes,200,no,,text/html; charset=utf-8,Custom AI Chatbot Development | Handbuilt AI,44,"Custom AI chatbot development for Vancouver and BC businesses from $1,500 CAD. Live in about 5 business days — trained on your services, your policies, your voice.",163,https://aibuiltbyhand.com/ai-chatbot-development,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,Custom AI Chatbot Development,769,38,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$99/mo|$100–400/mo+|$5|$10|$13",,118,0,68.6,yes,custom chatbot development vancouver,query-page-map (real),,,,
/ai-chatbot-for-small-business,service,yes,200,no,,text/html; charset=utf-8,AI Chatbot for Small Business | Handbuilt AI,44,"Custom AI chatbot trained on your services, pricing, and FAQs. Answers customers and captures leads 24/7. From $1,500 CAD. Handbuilt, Surrey BC.",144,https://aibuiltbyhand.com/ai-chatbot-for-small-business,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Chatbot for Small Business,976,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$3,500–$7,500|$99/mo|$5|$10|$13",,3,0,29.7,yes,chatbot for small business,"gap-coverage-join (heuristic, WEAK-PAGE)",,,,
/ai-front-desk,other,no,308,yes,/ai-receptionist,,,0,,0,,,no,,0,,0,0,0,,,,,,,,ai quote generation for field service,"gap-coverage-join (heuristic, NO-PAGE)",,,,
/ai-integration-services,service,yes,200,no,,text/html; charset=utf-8,AI Integration Services for Business | Handbuilt AI,51,"We integrate AI into the tools and workflows your business already runs on — calls, CRM, forms, email, booking and more. Done-for-you, from $1,500 CAD.",151,https://aibuiltbyhand.com/ai-integration-services,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Integration Services for Business,542,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$3,500–$7,500|$99/mo|$5|$10|$13",,14,0,48.4,yes,pre-built integration,"gap-coverage-join (heuristic, NO-PAGE)",,,,
/ai-lead-follow-up-agent,service,yes,200,no,,text/html; charset=utf-8,AI Lead Follow-Up Agent | Handbuilt AI,38,"AI agent that follows up on every lead by SMS and email until you get a yes or no. $1,500 CAD. Built by Handbuilt in Surrey BC.",127,https://aibuiltbyhand.com/ai-lead-follow-up-agent,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Lead Follow-Up Agent,948,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$3,500–$7,500|$99/mo|$5|$10|$13",,10,0,79.6,yes,ai sales follow up system for construction company,"gap-coverage-join (heuristic, NO-PAGE)",,,,
/ai-receptionist,service,yes,200,no,,text/html; charset=utf-8,AI Receptionist for Local Businesses | Handbuilt AI,51,"Never miss a call, text, or inquiry again. A Handbuilt AI receptionist books jobs 24/7 starting at $1,500 CAD — for contractors, clinics, and local services.",157,https://aibuiltbyhand.com/ai-receptionist,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Receptionist for Local Businesses,772,37,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$99/mo|$3,000–5,000/mo|$5|$10|$13",,146,0,72.5,yes,ai receptionist for contractors,query-page-map (real),,,,
/ai-receptionist-for-contractors,service,yes,200,no,,text/html; charset=utf-8,AI Receptionist for Contractors | Handbuilt AI,46,"AI receptionist built for contractors — answers every call, books jobs, captures quotes. $1,500 CAD. Live in 5 business days. Surrey BC.",136,https://aibuiltbyhand.com/ai-receptionist-for-contractors,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Receptionist for Contractors,887,38,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$99/mo|$35,000–$45,000/year|$5|$10|$13",,16,0,71.9,yes,,,,,,
/cart,app,no,200,no,,text/html; charset=utf-8,"Handbuilt AI | Custom AI Apps, Agents & Business Automation",59,"Handbuilt AI builds custom AI apps, agents, chatbots, automations, dashboards and business tools for companies and individuals who want practical AI systems that save time and grow revenue.",189,,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png?fbdc1f51591eb68c,1,Shopping Cart,36,39,1,"Organization,ProfessionalService,LocalBusiness|WebSite",$9,,,,,,,,,,,
/compare,compare,yes,200,no,,text/html; charset=utf-8,Compare Your Options | Handbuilt AI,35,"Honest comparisons: custom AI vs off-the-shelf SaaS, AI receptionist vs hiring, automation vs a virtual assistant — and when each one actually makes sense.",155,https://aibuiltbyhand.com/compare,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png?fbdc1f51591eb68c,1,Compare Your Options,703,57,1,"Organization,ProfessionalService,LocalBusiness|WebSite","$1,500–$3,500|$1,500|$1,500–$10,000+|$11",,0,0,,no,,,,,,
/compare/ai-automation-agency-pricing,compare,yes,200,no,,text/html; charset=utf-8,What Does AI Automation Actually Cost in Canada? | Handbuilt AI,63,"What AI automation costs in Canada across pricing models: hourly agencies, monthly retainers, SaaS tools, and fixed-price builds. Handbuilt: $1,500–$10,000+ CAD.",161,https://aibuiltbyhand.com/compare/ai-automation-agency-pricing,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,What Does AI Automation Actually Cost in Canada?,738,41,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$1,500–$10,000+|$100–$250+|$1,000|$10,000+|$20–$500+|$20–$100/mo|$99/mo|$1,500|$500|$50,000|$1,000–$10,000+|$20|$500+|$3,500–$7,500|$10,000|$3,000|$3,000/mo|$5|$11|$14","~$1,000",0,0,,no,,,,,,
/compare/ai-automation-agency-vs-diy,compare,yes,200,no,,text/html; charset=utf-8,AI Automation Agency vs DIY | Handbuilt AI,42,DIY AI tools are cheap to start but expensive in time. Here is an honest look at when to hire out and when to build it yourself.,128,https://aibuiltbyhand.com/compare/ai-automation-agency-vs-diy,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation Agency vs DIY,421,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$1,500–$3,500|$99/mo|$0–$100/mo|$3,500–$7,500|$5|$11|$14",,0,0,,no,,,,,,
/compare/ai-automation-vs-virtual-assistant,compare,yes,200,no,,text/html; charset=utf-8,AI Automation vs Hiring a Virtual Assistant | Handbuilt AI,58,"Virtual assistants handle varied tasks well. AI automation handles one workflow repeatedly, faster and cheaper. Here is the honest split.",137,https://aibuiltbyhand.com/compare/ai-automation-vs-virtual-assistant,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation vs Hiring a Virtual Assistant,408,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$1,500–$3,500|$250/mo|$0–$500|$99/mo|$400–$2,500/mo|$3,500–$7,500|$5|$11|$14","$2,500|$250/mo",0,0,,no,painter voice assistant,"gap-coverage-join (heuristic, NO-PAGE)",,,,
/compare/ai-built-by-hand-vs-generic-ai-agency,compare,yes,200,no,,text/html; charset=utf-8,Handbuilt vs a Generic AI Agency | Handbuilt AI,47,"Most AI agencies resell the same templated funnel to everyone. Handbuilt builds one system, by hand, around your real business — and one person owns the result.",160,https://aibuiltbyhand.com/compare/ai-built-by-hand-vs-generic-ai-agency,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,Handbuilt vs a Generic AI Agency,420,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$99/mo|$1,500|$5|$11|$14",,0,0,,no,hand built,"gap-coverage-join (heuristic, WEAK-PAGE)",,,,
/compare/ai-chatbot-vs-ai-receptionist,compare,yes,200,no,,text/html; charset=utf-8,AI Chatbot or AI Receptionist — Which One Do You Need? | Handbuilt AI,69,"Comparing AI chatbots and AI receptionists: when each fits, what they cost at Handbuilt ($1,500–$3,500 CAD), and how to decide for your business.",145,https://aibuiltbyhand.com/compare/ai-chatbot-vs-ai-receptionist,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Chatbot or AI Receptionist — Which One Do You Need?,559,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$1,500–$3,500|$1,500|$2,500|$50/mo|$5|$11|$14","$2,500",0,0,,no,,,,,,
/compare/ai-chatbot-vs-live-chat,compare,yes,200,no,,text/html; charset=utf-8,AI Chatbot vs Live Chat with Staff | Handbuilt AI,49,Live chat is better when conversations are complex. AI chatbots handle routine questions faster and at lower cost. Here is how to choose.,137,https://aibuiltbyhand.com/compare/ai-chatbot-vs-live-chat,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Chatbot vs Live Chat with Staff,420,38,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$1,500|$200–$800|$99/mo|$5|$11|$14",,0,0,,no,,,,,,
/compare/ai-consultant-vs-ai-automation-agency,compare,yes,200,no,,text/html; charset=utf-8,AI Consultant vs AI Automation Agency | Handbuilt AI,52,"A consultant advises; an automation agency builds. Here&#x27;s when you need strategy, when you need something installed, and how to avoid paying for advice you can&#x27;t use.",176,https://aibuiltbyhand.com/compare/ai-consultant-vs-ai-automation-agency,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Consultant vs AI Automation Agency,452,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,0,0,,no,,,,,,
/compare/ai-receptionist-pricing-canada,compare,yes,200,no,,text/html; charset=utf-8,What Does an AI Receptionist Actually Cost in Canada? | Handbuilt AI,68,"AI receptionist pricing in Canada: monthly SaaS apps, custom builds, and human answering services compared. Handbuilt custom builds start at $1,500 CAD.",152,https://aibuiltbyhand.com/compare/ai-receptionist-pricing-canada,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,What Does an AI Receptionist Actually Cost in Canada?,727,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$1,500|$50–$500+|$1,500–$2,500|$200–$1,500+|$150/mo|$50/mo|$30/mo|$10,000+|$50|$500+|$1,500–$3,500|$5|$11|$14","$2,500",1,0,4,yes,,,,,,
/compare/ai-receptionist-vs-answering-service,compare,yes,200,no,,text/html; charset=utf-8,AI Receptionist vs Answering Service — Per-Minute or One-Time Build? | Handbuilt AI,83,AI receptionist versus a per-minute answering service: honest cost and capability breakdown for Canadian small businesses. Fixed CAD pricing.,141,https://aibuiltbyhand.com/compare/ai-receptionist-vs-answering-service,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Receptionist vs Answering Service — Per-Minute or One-Time Build?,555,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$1,500|$100/mo|$0–$100|$99/mo|$0.75–$2+|$50–$500+|$5|$11|$14",,0,0,,no,ai answering service for builders,"gap-coverage-join (heuristic, WEAK-PAGE)",,,,
/compare/ai-receptionist-vs-human-receptionist,compare,yes,200,no,,text/html; charset=utf-8,AI Receptionist vs Hiring a Human Receptionist | Handbuilt AI,61,A human receptionist handles nuance better. An AI receptionist works 24/7 for a fraction of the cost. Here is the honest trade-off.,131,https://aibuiltbyhand.com/compare/ai-receptionist-vs-human-receptionist,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Receptionist vs Hiring a Human Receptionist,416,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$1,500|$500–$2,000+|$99/mo|$3,000–$4,500/mo|$5|$11|$14",,0,0,,no,,,,,,
/compare/ai-receptionist-vs-virtual-receptionist,compare,yes,200,no,,text/html; charset=utf-8,AI Receptionist or Virtual Receptionist — Which Fits Your Business? | Handbuilt AI,82,"Honest comparison of AI receptionists and virtual receptionist services for Canadian small businesses. Fixed pricing, no lock-in, real trade-offs.",146,https://aibuiltbyhand.com/compare/ai-receptionist-vs-virtual-receptionist,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Receptionist or Virtual Receptionist — Which Fits Your Business?,544,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$1,500|$200–$600+|$99/mo|$0|$5|$11|$14",,0,0,,no,,,,,,
/compare/ai-workflow-automation-vs-manual-admin,compare,yes,200,no,,text/html; charset=utf-8,AI Workflow Automation vs Doing Admin Manually | Handbuilt AI,61,Manual admin is free to start but expensive over time. AI workflow automation converts recurring hours into a one-time build cost.,130,https://aibuiltbyhand.com/compare/ai-workflow-automation-vs-manual-admin,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Workflow Automation vs Doing Admin Manually,422,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$1,500–$3,500|$99/mo|$0|$3,500–$7,500|$5|$11|$14",,0,0,,no,expert-built workflows,"gap-coverage-join (heuristic, NO-PAGE)",,,,
/compare/best-ai-receptionist-small-business-canada,compare,yes,200,no,,text/html; charset=utf-8,Finding the Right AI Receptionist for Your Small Business | Handbuilt AI,72,What to look for in an AI receptionist for a Canadian small business. Honest comparison of monthly SaaS apps versus custom-built solutions like Handbuilt.,154,https://aibuiltbyhand.com/compare/best-ai-receptionist-small-business-canada,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,Finding the Right AI Receptionist for Your Small Business,672,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$50–$500+|$1,500–$3,500|$50|$500+|$200–$1,500+|$50/mo|$1,500|$5|$11|$14",,0,0,,no,ai receptionist for small business,"gap-coverage-join (heuristic, WEAK-PAGE)",,,,
/compare/chatgpt-vs-custom-ai-agent,compare,yes,200,no,,text/html; charset=utf-8,Custom AI Agent vs ChatGPT — When Generic Is Not Enough | Handbuilt AI,70,"ChatGPT is great for personal use. A custom AI agent is built for your business — your data, your tools, your guardrails. Honest comparison.",140,https://aibuiltbyhand.com/compare/chatgpt-vs-custom-ai-agent,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,Custom AI Agent vs ChatGPT — When Generic Is Not Enough,558,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$3,500|$20–$200/mo|$0|$200/mo|$99/mo|$3,500–$7,500|$5|$11|$14",,0,0,,no,,,,,,
/compare/custom-ai-app-vs-template,compare,yes,200,no,,text/html; charset=utf-8,Custom AI App vs Template / No-Code Builder | Handbuilt AI,58,No-code templates are fast and cheap to start. Custom AI apps handle complexity and ownership that templates cannot. Here is when each fits.,140,https://aibuiltbyhand.com/compare/custom-ai-app-vs-template,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,Custom AI App vs Template / No-Code Builder,453,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$7,500|$1,500|$10,000+|$0–$500,|$99/mo|$20–$300/mo|$10,000|$5|$11|$14",,0,0,,no,,,,,,
/compare/custom-ai-automation-vs-zapier,compare,yes,200,no,,text/html; charset=utf-8,Custom AI Automation vs Zapier — Build It or Wire It? | Handbuilt AI,68,"Zapier handles simple automations fast. When workflows get complex, a custom-built system owns the process. Honest comparison with fixed pricing.",145,https://aibuiltbyhand.com/compare/custom-ai-automation-vs-zapier,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,Custom AI Automation vs Zapier — Build It or Wire It?,573,41,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$3,500|$3,500–$7,500|$99/mo|$0|$20–$750+|$5|$11|$14",,0,0,,no,,,,,,
/compare/custom-ai-tool-vs-saas,compare,yes,200,no,,text/html; charset=utf-8,Custom AI Tool vs Off-the-Shelf SaaS | Handbuilt AI,51,SaaS is faster to start. Custom AI fits your exact workflow. Here is when each makes sense for a small business.,112,https://aibuiltbyhand.com/compare/custom-ai-tool-vs-saas,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,Custom AI Tool vs Off-the-Shelf SaaS,447,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$3,500|$250/mo|$30/mo|$3,500–$7,500|$0–$100|$99/mo|$30–$500+|$5|$11|$14",$250/mo,0,0,,no,ai tools for tradespeople,"gap-coverage-join (heuristic, WEAK-PAGE)",,,,
/compare/gohighlevel-ai-vs-custom-ai-automation,compare,yes,200,no,,text/html; charset=utf-8,GoHighLevel AI vs Custom-Built Automation — Platform or Ownership? | Handbuilt AI,81,"GoHighLevel bundles AI with CRM and marketing tools. When you need AI that works your way, custom wins. Honest comparison for small businesses.",143,https://aibuiltbyhand.com/compare/gohighlevel-ai-vs-custom-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,GoHighLevel AI vs Custom-Built Automation — Platform or Ownership?,594,41,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$3,500|$97–$497/mo|$1,200–$6,000+|$0|$99/mo|$97–$497+|$3,500–$7,500|$5|$11|$14",,0,0,,no,,,,,,
/compare/hiring-vs-ai-automation,compare,yes,200,no,,text/html; charset=utf-8,Hiring Another Employee vs AI Automation | Handbuilt AI,55,"Hiring adds capability and judgment. AI automation handles defined, repeatable work at a fraction of the cost. Here is how to choose.",133,https://aibuiltbyhand.com/compare/hiring-vs-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,Hiring Another Employee vs AI Automation,445,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$1,500–$3,500|$40,000–$70,000/year|$3,500|$4,000/mo|$1,500/mo|$3,500/mo|$2,000–$8,000+|$99/mo|$3,500–$6,000+|$3,500–$7,500|$5|$11|$14",,1,0,3,yes,,,,,,
/compare/intercom-fin-alternative-small-business,compare,yes,200,no,,text/html; charset=utf-8,Small Business Alternative to Intercom Fin | Handbuilt AI,57,"Intercom Fin is powerful but priced per resolution. For small businesses, a fixed-price custom AI support agent may be the better fit. Honest look.",147,https://aibuiltbyhand.com/compare/intercom-fin-alternative-small-business,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,Small Business Alternative to Intercom Fin,599,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$3,500|$0|$99/mo|$3,500–$7,500|$5|$11|$14",,0,0,,no,,,,,,
/compare/make-vs-zapier-vs-custom-ai-automation,compare,yes,200,no,,text/html; charset=utf-8,Make vs Zapier vs Custom AI: Picking the Right Automation | Handbuilt AI,72,"Zapier vs Make vs custom AI automation: honest comparison of cost, flexibility, and ownership to help you pick the right automation approach for your business.",159,https://aibuiltbyhand.com/compare/make-vs-zapier-vs-custom-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,Make vs Zapier vs Custom AI: Picking the Right Automation,861,41,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Article|FAQPage|BreadcrumbList","$200/mo|$2,000,|$99/mo|$20–$30/mo|$9–$16/mo|$1,500|$3,500–$7,500|$10,000|$5|$11|$14",,0,0,,no,,,,,,
/create,other,yes,200,no,,text/html; charset=utf-8,Start a Build — Request Your Custom AI System | Handbuilt AI,60,"Tell us what you want to build and get a plan and quote within one business day. Custom AI apps, agents, automations and business tools from Handbuilt.",151,https://aibuiltbyhand.com/create,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png?fbdc1f51591eb68c,1,Tell us what you want to build,33,36,1,"Organization,ProfessionalService,LocalBusiness|WebSite",$6|$12,,12,0,4.5,yes,,,,,,
/creators,creator,no,200,no,,text/html; charset=utf-8,AI for Content Creators | Handbuilt AI,38,"Custom AI systems for content creators — clipping, editing, scripts, repurposing, captions, voice, avatars and fan messaging. Built by hand around your channels, worldwide.",172,https://aibuiltbyhand.com/creators,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png?fbdc1f51591eb68c,1,You make the content. The machine handles the rest.,535,25,2,"Organization,ProfessionalService,LocalBusiness|WebSite|ItemList|BreadcrumbList","$165/mo|$2,000|$500|$700|$900|$1,500|$99|$5|$11",,2,0,8,yes,,,,,,
/creators/ai-avatar-video-creation,creator,yes,200,no,,text/html; charset=utf-8,AI Avatar Video Creation | Handbuilt AI,39,"Create presenter-style avatar videos at scale — from your own likeness, with consent — for content in multiple languages without filming every take.",148,https://aibuiltbyhand.com/creators/ai-avatar-video-creation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Avatar Video Creation,371,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500–$7,500|$5|$11|$14",,0,0,,no,,,,,,
/creators/ai-caption-subtitle-automation,creator,yes,200,no,,text/html; charset=utf-8,AI Caption & Subtitle Automation | Handbuilt AI,47,"Auto-generate accurate, on-brand captions and burned-in subtitles for every video — styled to your channel, in your workflow. Built for you from $1,500.",152,https://aibuiltbyhand.com/creators/ai-caption-subtitle-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Caption & Subtitle Automation,414,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,0,0,,no,,,,,,
/creators/ai-coaching-content-system,creator,yes,200,no,,text/html; charset=utf-8,AI Content System for Coaches | Handbuilt AI,44,"A content and lead system for coaches — turn your expertise into consistent posts, lead magnets and nurture that books calls. Trained on your method.",149,https://aibuiltbyhand.com/creators/ai-coaching-content-system,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Content System for Coaches,388,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500–$7,500|$5|$11|$14",,1,0,11,yes,,,,,,
/creators/ai-content-repurposing-system,creator,yes,200,no,,text/html; charset=utf-8,AI Content Repurposing System | Handbuilt AI,44,"Turn one long video or podcast into a week of shorts, posts, captions and a newsletter — automatically, in your voice. Custom system built for you.",147,https://aibuiltbyhand.com/creators/ai-content-repurposing-system,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Content Repurposing System,408,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500–$7,500|$5|$11|$14",,0,0,,no,,,,,,
/creators/ai-course-creator-automation,creator,yes,200,no,,text/html; charset=utf-8,AI Automation for Course Creators | Handbuilt AI,48,"Automate student onboarding, support answers, lesson follow-ups and completion nudges for your course — trained on your material. Built for you.",144,https://aibuiltbyhand.com/creators/ai-course-creator-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for Course Creators,365,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500–$7,500|$400|$5|$11|$14",,2,0,10,yes,,,,,,
