current_url,page_type,phase1_action,clicks,impressions,ctr_pct,avg_position,in_gsc_dataset,revised_action,confidence,reason,implementation_status
/services/ai-document-generator,service,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/services/ai-proposal-generator,service,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/services/ai-voice-agent,services,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/services/ai-workflow-automation,service,MERGE,0,10,0.0,27.3,yes,MERGE-DEFER,medium,"Low but non-zero impressions (10) — preserve equity, defer",BLOCKED — no redirect executed
/services/custom-business-automation,services,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/services/ai-review-engine,service,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/services/ai-customer-reactivation,service,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/services/ai-operations-dashboard,service,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/services/ai-business-analyst,service,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/services/ai-receptionist-os,services,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/landscaping-ai-automation,industry,REWRITE,0,15,0.0,55.2,yes,REWRITE,medium,"Low but non-zero impressions (15) — preserve equity, defer",BLOCKED — no redirect executed
/industries/lawn-care-ai-automation,industry,REWRITE,0,0,0.0,,no,REWRITE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/plumber-ai-automation,industry,REWRITE,0,0,0.0,,no,REWRITE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/electrician-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/hvac-ai-automation,industry,REWRITE,0,0,0.0,,no,REWRITE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/roofing-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/cleaning-business-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/moving-company-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/pest-control-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/contractor-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/real-estate-agent-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/dental-clinic-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/salon-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/restaurant-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/auto-detailing-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/fence-company-ai-automation,industry,REWRITE,0,0,0.0,,no,REWRITE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/deck-builder-ai-automation,industry,REWRITE,0,0,0.0,,no,REWRITE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/painter-ai-automation,industry,MERGE,0,2,0.0,95.5,yes,MERGE-DEFER,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/industries/clinic-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/mortgage-broker-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/insurance-broker-ai-automation,industry,MERGE,0,1,0.0,94,yes,MERGE-DEFER,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/industries/physiotherapy-ai-automation,industry,MERGE,0,12,0.0,69.4,yes,MERGE-DEFER,medium,"Low but non-zero impressions (12) — preserve equity, defer",BLOCKED — no redirect executed
/industries/chiropractor-ai-automation,industry,MERGE,0,3,0.0,36,yes,MERGE-DEFER,medium,"Low but non-zero impressions (3) — preserve equity, defer",BLOCKED — no redirect executed
/industries/barbershop-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/gym-ai-automation,industry,MERGE,0,8,0.0,45.6,yes,MERGE-DEFER,medium,"Low but non-zero impressions (8) — preserve equity, defer",BLOCKED — no redirect executed
/industries/personal-trainer-ai-automation,industry,MERGE,0,1,0.0,69,yes,MERGE-DEFER,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/industries/food-truck-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/wedding-planner-ai-automation,industry,MERGE,0,1,0.0,84,yes,MERGE-DEFER,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/industries/photographer-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/videographer-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/immigration-consultant-ai-automation,industry,MERGE,0,2,0.0,6,yes,MERGE-DEFER,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/industries/law-firm-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/accountant-ai-automation,industry,MERGE,0,1,0.0,4,yes,MERGE-DEFER,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/industries/bookkeeper-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/consultant-ai-automation,industry,MERGE,0,2,0.0,3,yes,MERGE-DEFER,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/industries/agency-ai-automation,industry,MERGE,0,2,0.0,36.5,yes,MERGE-DEFER,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/industries/ecommerce-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/retail-store-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/industries/coach-ai-automation,industry,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-tools-for-content-creators,creators,PAUSE-NOINDEX,0,5,0.0,88.4,yes,PAUSE-NOINDEX,medium,"Low but non-zero impressions (5) — preserve equity, defer",BLOCKED — no redirect executed
/creators/ai-video-editing-automation,creators,PAUSE-NOINDEX,0,0,0.0,,no,PAUSE-NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-tiktok-content-system,creators,PAUSE-NOINDEX,0,2,0.0,7,yes,PAUSE-NOINDEX,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/creators/ai-youtube-shorts-automation,creators,PAUSE-NOINDEX,0,1,0.0,42,yes,PAUSE-NOINDEX,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/creators/ai-youtube-video-workflow,creators,PAUSE-NOINDEX,0,0,0.0,,no,PAUSE-NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-podcast-clipping-system,creators,PAUSE-NOINDEX,0,0,0.0,,no,PAUSE-NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-text-to-speech-for-creators,creators,PAUSE-NOINDEX,0,0,0.0,,no,PAUSE-NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-voice-cloning-workflow,creators,PAUSE-NOINDEX,0,0,0.0,,no,PAUSE-NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-avatar-video-creation,creators,PAUSE-NOINDEX,0,0,0.0,,no,PAUSE-NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-faceless-channel-automation,creators,PAUSE-NOINDEX,0,0,0.0,,no,PAUSE-NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-script-writing-system,creators,PAUSE-NOINDEX,0,0,0.0,,no,PAUSE-NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-caption-subtitle-automation,creators,PAUSE-NOINDEX,0,0,0.0,,no,PAUSE-NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-content-repurposing-system,creators,PAUSE-NOINDEX,0,0,0.0,,no,PAUSE-NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-social-media-scheduling-automation,creators,PAUSE-NOINDEX,0,0,0.0,,no,PAUSE-NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-newsletter-automation,creators,PAUSE-NOINDEX,0,0,0.0,,no,PAUSE-NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-fan-message-automation,creators,PAUSE-NOINDEX,0,0,0.0,,no,PAUSE-NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-creator-crm,creators,PAUSE-NOINDEX,0,7,0.0,6.9,yes,PAUSE-NOINDEX,medium,"Low but non-zero impressions (7) — preserve equity, defer",BLOCKED — no redirect executed
/creators/ai-patreon-creator-automation,creators,PAUSE-NOINDEX,0,0,0.0,,no,PAUSE-NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/creators/ai-course-creator-automation,creators,PAUSE-NOINDEX,0,2,0.0,10,yes,PAUSE-NOINDEX,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/creators/ai-coaching-content-system,creators,PAUSE-NOINDEX,0,1,0.0,11,yes,PAUSE-NOINDEX,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/locations/ai-automation-agency-surrey-bc,locations,MERGE,0,5,0.0,17.2,yes,MERGE-DEFER,medium,"Low but non-zero impressions (5) — preserve equity, defer",BLOCKED — no redirect executed
/locations/ai-automation-delta-bc,location,NOINDEX,0,3,0.0,4.3,yes,NOINDEX,medium,"Low but non-zero impressions (3) — preserve equity, defer",BLOCKED — no redirect executed
/locations/ai-automation-vancouver,location,NOINDEX,0,1,0.0,90,yes,NOINDEX,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/locations/ai-automation-langley-bc,location,NOINDEX,0,0,0.0,,no,NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/locations/ai-automation-abbotsford,location,NOINDEX,0,0,0.0,,no,NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/locations/ai-receptionist-surrey-bc,locations,MERGE,0,6,0.0,18.7,yes,MERGE-DEFER,medium,"Low but non-zero impressions (6) — preserve equity, defer",BLOCKED — no redirect executed
/locations/ai-chatbot-developer-vancouver,locations,MERGE,0,15,0.0,54.1,yes,MERGE-DEFER,medium,"Low but non-zero impressions (15) — preserve equity, defer",BLOCKED — no redirect executed
/locations/custom-ai-apps-surrey,location,REWRITE,0,1,0.0,2,yes,REWRITE,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/locations/ai-automation-burnaby-bc,location,NOINDEX,0,4,0.0,13.3,yes,NOINDEX,medium,"Low but non-zero impressions (4) — preserve equity, defer",BLOCKED — no redirect executed
/locations/ai-automation-richmond-bc,location,NOINDEX,0,0,0.0,,no,NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/locations/ai-automation-coquitlam-bc,location,NOINDEX,0,2,0.0,41.5,yes,NOINDEX,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/locations/ai-automation-new-westminster-bc,location,NOINDEX,0,2,0.0,10,yes,NOINDEX,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/locations/ai-automation-white-rock-bc,location,NOINDEX,0,14,0.0,59.9,yes,NOINDEX,medium,"Low but non-zero impressions (14) — preserve equity, defer",BLOCKED — no redirect executed
/locations/ai-automation-maple-ridge-bc,location,NOINDEX,0,1,0.0,4,yes,NOINDEX,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/locations/ai-automation-chilliwack-bc,location,NOINDEX,0,7,0.0,6.9,yes,NOINDEX,medium,"Low but non-zero impressions (7) — preserve equity, defer",BLOCKED — no redirect executed
/locations/ai-automation-victoria-bc,location,NOINDEX,0,0,0.0,,no,NOINDEX,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/locations/ai-automation-calgary-ab,location,MERGE,0,4,0.0,76.8,yes,MERGE-DEFER,medium,"Low but non-zero impressions (4) — preserve equity, defer",BLOCKED — no redirect executed
/locations/ai-automation-edmonton-ab,location,MERGE,0,1,0.0,7,yes,MERGE-DEFER,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/locations/ai-automation-toronto-on,location,MERGE,0,1,0.0,84,yes,MERGE-DEFER,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/resources/how-much-does-ai-automation-cost,resources,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/resources/what-is-an-ai-receptionist,resources,KEEP,0,0,0.0,,no,KEEP,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/resources/best-ai-tools-for-small-business,resource,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/resources/ai-automation-examples-for-small-business,resources,KEEP,0,0,0.0,,no,KEEP,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/resources/ai-receptionist-cost,resources,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/resources/is-ai-receptionist-worth-it,resources,MERGE,0,25,0.0,42.4,yes,KEEP-REVIEW,high,"Meaningful measured impressions (25) — do not merge blindly",BLOCKED — no redirect executed
/resources/can-ai-answer-business-phone-calls,resource,MERGE,0,7,0.0,68.6,yes,MERGE-DEFER,medium,"Low but non-zero impressions (7) — preserve equity, defer",BLOCKED — no redirect executed
/resources/can-ai-book-appointments,resource,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/resources/ai-lead-follow-up-guide,resources,MERGE,0,6,0.0,65.5,yes,MERGE-DEFER,medium,"Low but non-zero impressions (6) — preserve equity, defer",BLOCKED — no redirect executed
/resources/what-can-ai-automate-small-business,resource,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/resources/can-ai-edit-videos,resource,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/resources/can-ai-clone-my-voice-legally,resource,MERGE,0,5,0.0,39.8,yes,MERGE-DEFER,medium,"Low but non-zero impressions (5) — preserve equity, defer",BLOCKED — no redirect executed
/resources/can-ai-make-tiktok-videos,resource,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/resources/best-ai-tools-for-content-creators,resource,MERGE,0,8,0.0,47.1,yes,MERGE-DEFER,medium,"Low but non-zero impressions (8) — preserve equity, defer",BLOCKED — no redirect executed
/resources/ai-chatbot-cost,resources,MERGE,0,5,0.0,93.4,yes,MERGE-DEFER,medium,"Low but non-zero impressions (5) — preserve equity, defer",BLOCKED — no redirect executed
